Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
3,454,20021210,752,229,15,10,20061231,0.81,2.26,496117,52461,7346,539314,0,572091,428034,175007,0,145908,0,145908,0,0,0,154812,154812,0,19,3,0,332731,145908,168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
4,454,20021210,752,229,15,10,20101231,0.73,0.6,550456,156683,263,539314,0,208658,569160,223577,0,145908,0,145908,0,0,0,154812,154812,0,19,3,0,332731,145908,168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
2,257,20020628,1017,149,156,21,20071231,1.1,0.49,785407,47445,3808,667088,0,286798,2057155,52913,1416187,148425,18127,130298,0,21624,7480,119329,119329,,2,4,0,8199,177529,151,151,0,0,0,0,151,0,0,0,0,1.64,7,47,91,6,0,0,0
2,447,20020627,883,122,50,22,20081231,1.11,0.88,1293717,32976,3182,1132946,0,666068,853625,92430,0,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
2,447,20020627,883,122,50,22,20091231,1.08,0.82,1249008,27150,1377,1132720,0,628817,860766,64945,32733,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
2,447,20020627,883,122,50,22,20101231,1.1,0.87,1265876,20172,618,1132630,0,669785,869656,70265,32733,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
3,447,20020627,883,122,50,22,20061231,0.95,0.92,1080758,0,6832,1133347,0,746308,893812,83037,0,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
3,447,20020627,883,122,50,22,20071231,0.99,0.82,1139932,9239,4180,1133155,0,707120,951011,87560,0,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
4,1163,20020206,833,503,65,3,20041231,-0.71,0.54,-431406,0,0,609564,0,286241,586760,48074,8910,66390,,66390,,,,0,,,1,5,2,,66390,82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0
4,1163,20020206,833,503,65,3,20061231,0.3,0.41,189191,25397,2848,527780,0,335945,7401152,6563897,25532,66390,,66390,,,,0,,,1,5,2,,66390,82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0
4,1163,20020206,833,503,65,3,20071231,0.56,0.41,272722,0,2333,484536,0,427980,7640371,6560322,25532,66390,,66390,,,,0,,,1,5,2,,66390,82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0
4,1163,20020206,833,503,65,3,20081231,0.38,1.01,195506,0,0,516629,0,447495,1336037,866422,25532,66390,,66390,,,,0,,,1,5,2,,66390,82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0
1,255,20020201,928,175,108,14,20041231,2.37,25.21,284469,0,3484,118680,0,528496,105614,84651,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,255,20020201,928,175,108,14,20051231,1.12,23.5,306420,0,6677,267391,0,788776,123452,89880,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,255,20020201,928,175,108,14,20071231,1.07,10.58,307878,0,10230,277099,0,502639,147616,100103,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,255,20020201,928,175,108,14,20081231,1.01,15.5,285321,0,6073,276724,0,474300,136245,105643,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,255,20020201,928,175,108,14,20091231,0.99,7.61,280670,5225,2197,276327,0,474635,174704,112326,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
1,255,20020201,928,175,108,14,20101231,1.25,5.63,335537,0,789,267391,0,435403,195593,118279,0,49458,,49458,,,,,,,9,6,4,,49458,37,37,0,0,0,0,37,0,0,2,0,2.16,0,6,19,12,0,0,0
4,253,20011201,877,89,114,15,20061231,0.93,0.62,1823109,32765,11556,1906041,0,804978,1895439,590266,0,111394,25270,86124,15871,4078,1149,94729,78858,15871,1,11,2,11102,132492,140,139,0,1,0,140,0,0,0,9,0,0.97,4,136,0,0,0,0,0
1,17,20010814,950,175,71,13,20091231,1.74,2.65,617547,26795,5635,336809,0,598913,260610,34702,0,35000,35000,,,,,29219,29219,,2,5,0,,35000,27,27,0,0,0,0,27,0,0,2,0,3.19,0,0,3,16,8,0,0
1,17,20010814,950,175,71,13,20101231,1.74,2.81,662172,71877,2128,338807,0,606081,252989,37122,0,35000,35000,,,,,29219,29219,,2,5,0,,35000,27,27,0,0,0,0,27,0,0,2,0,3.19,0,0,3,16,8,0,0
1,19,20010701,456,149,156,21,20071231,1.22,2.09,923648,74002,10017,686772,0,476216,361438,115272,18202,165000,,165000,,,,143060,143060,,17,2,0,544064,165000,151,126,0,25,0,0,151,0,0,0,0,2.26,0,0,111,40,0,0,0
1,19,20010701,456,149,156,21,20081231,1.27,2.08,966676,89465,6467,686326,0,537544,400952,123482,18802,165000,,165000,,,,143060,143060,,17,2,0,544064,165000,151,126,0,25,0,0,151,0,0,0,0,2.26,0,0,111,40,0,0,0
1,19,20010701,456,149,156,21,20091231,1.2,1.84,965341,139810,2414,685848,0,432372,386246,132277,19500,165000,,165000,,,,143060,143060,,17,2,0,544064,165000,151,126,0,25,0,0,151,0,0,0,0,2.26,0,0,111,40,0,0,0
1,19,20010701,456,149,156,21,20101231,1.35,2.68,997561,70184,854,685336,0,719734,430069,141698,20260,165000,,165000,,,,143060,143060,,17,2,0,544064,165000,151,126,0,25,0,0,151,0,0,0,0,2.26,0,0,111,40,0,0,0
4,13,20010522,974,149,149,13,20011231,0,0.42,192086,26282,12415,0,0,562198,1349665,21359,0,102430,102430,,,,,85360,85360,,3,4,0,51340,102430,88,88,0,0,0,0,88,0,0,5,0,2.28,0,19,37,20,12,0,0
4,13,20010522,974,149,149,13,20041231,0.7,1.05,343506,25671,10715,441476,0,550328,551719,27199,0,102430,102430,,,,,85360,85360,,3,4,0,51340,102430,88,88,0,0,0,0,88,0,0,5,0,2.28,0,19,37,20,12,0,0
4,13,20010522,974,149,149,13,20051231,0.98,0.99,497367,52211,10670,441200,0,626980,665445,29306,0,102430,102430,,,,,85360,85360,,3,4,0,51340,102430,88,88,0,0,0,0,88,0,0,5,0,2.28,0,19,37,20,12,0,0
4,13,20010522,974,149,149,13,20061231,0.96,0.98,466637,24536,17116,441476,0,547751,592064,31575,0,102430,102430,,,,,85360,85360,,3,4,0,51340,102430,88,88,0,0,0,0,88,0,0,5,0,2.28,0,19,37,20,12,0,0
5,11,20001229,498,224,93,4,20061231,0.8,0.39,1547160,69879,3317,1846838,0,239194,722888,112530,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
2,11,20001229,498,224,93,4,20081231,1.03,0.39,1796511,35304,2111,1707488,0,211229,667701,130084,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
3,11,20001229,498,224,93,4,20041231,0.89,1.06,1685243,0,724,1901170,0,618034,653595,71827,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
3,11,20001229,498,224,93,4,20091231,0.98,0.41,1725822,48962,867,1711302,0,230509,696128,139863,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
3,11,20001229,498,224,93,4,20101231,0.94,0.39,1670976,58770,394,1710977,0,218678,708415,150377,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
4,11,20001229,498,224,93,4,20051231,0.86,0.63,1644667,12894,1833,1901005,0,399845,712263,78059,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
4,11,20001229,498,224,93,4,20071231,0.92,0.41,1628905,58960,3202,1711882,0,247538,726172,120989,0,173826,173826,,,,,0,,,2,7,2,,173826,174,39,0,135,0,0,174,0,0,9,0,1.52,0,84,90,0,0,0,0
1,18,20001201,514,89,20,14,20001231,2.04,43.88,1893828,359812,30264,735916,0,7282600,219939,53957,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20011231,1.24,16.78,2280561,458030,43664,1436688,0,3607121,275346,58563,1827,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20021231,1.2,7.52,1879769,135295,24751,1436688,0,1593707,274948,63125,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20031231,1.19,2.59,1852520,123981,21071,1436458,0,608038,303304,68514,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20041231,1.24,1.85,2102328,305935,18491,1436209,0,468051,327913,74363,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20051231,1.33,2.59,2294395,374133,15049,1437007,0,760828,374662,80712,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20061231,1.46,3.73,2465288,357177,12714,1432669,0,1050622,369546,87602,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20071231,1.54,2.29,1109908,0,7773,717663,0,715992,407935,95080,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20081231,1.5,3.5,2312255,154652,10344,1434329,0,1066624,407591,103197,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20091231,1.64,5.58,2403962,45512,3730,1434605,0,1301252,345337,112007,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
1,18,20001201,514,89,20,14,20101231,1.7,5.06,2477322,38139,1623,1434231,0,1433935,404885,121569,0,246135,,246135,,,,0,,,1,14,2,,246135,200,199,0,1,0,199,1,0,0,20,0,1.22,0,161,38,0,0,0,1
3,1150,20000106,259,26,125,21,20031231,0.8,3.26,549327,21581,13445,644110,0,727047,289035,60098,5691,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20041231,0.82,3.78,530904,27663,13468,600064,0,773098,268009,63705,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20051231,0.67,3.04,487230,47711,13510,638800,0,708538,301117,67724,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20061231,0.71,1.89,482828,11818,18667,637536,0,969110,582176,70349,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20071231,0.66,1.64,512872,71571,20335,637110,0,695915,499612,75875,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20081231,0.78,3.18,659308,147764,16191,636864,0,904450,364537,80429,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20091231,0.49,3.5,432537,113061,6173,636497,0,883277,337901,85256,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
3,1150,20000106,259,26,125,21,20101231,0.65,4.74,458765,41903,2361,636109,0,758740,250599,90372,0,110000,110000,,,,,0,,,2,8,2,,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
2,764,20000105,963,507,118,14,20001231,1.54,0.76,6584098,305220,389182,3826051,0,4050751,5671384,239959,88101,654288,101798,552490,0,7243,446064,552490,552490,0,22,3,7,593393,1107595,775,775,0,0,0,78,697,0,0,39,0,1.73,0,391,228,128,28,0,0
2,764,20000105,963,507,118,14,20011231,1.65,0.93,6528871,446349,59780,3645387,0,3396938,3995974,257434,95130,654288,101798,552490,0,7243,446064,552490,552490,0,22,3,7,593393,1107595,775,775,0,0,0,78,697,0,0,39,0,1.73,0,391,228,128,28,0,0
5,1164,19991231,62,229,15,13,20051231,0.68,0.65,340827,80856,4185,374446,0,220547,474664,136983,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
5,1164,19991231,62,229,15,13,20061231,0.53,0.79,228019,28711,3476,371601,0,234486,445263,147032,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
3,1164,19991231,62,229,15,13,20041231,0.84,1.1,383842,67088,4008,374253,0,267244,371085,127928,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
3,1164,19991231,62,229,15,13,20101231,0.91,0.46,363521,27657,326,366775,0,182288,595386,195633,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
4,1164,19991231,62,229,15,13,20001231,0.74,0.91,442660,84741,57736,403088,0,431649,569718,96392,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
4,1164,19991231,62,229,15,13,20081231,0.89,0.56,356567,24273,3475,367872,0,381523,856152,169523,0,113436,,113436,,,,0,,,6,3,0,,113436,120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0
4,1162,19991231,379,175,84,21,20001231,0.56,0.98,761564,298452,141213,576969,0,1423025,1500102,44370,0,50505,500,50005,0,0,0,0,0,0,,,,,50505,225,171,0,54,0,0,225,0,0,3,0,2.47,0,0,119,106,0,0,0
3,1161,19990831,70,320,138,13,20051231,0.89,3,465217,28069,20697,467398,0,531196,386228,209293,0,193000,,193000,,,,,,,31,2,0,,193000,190,128,62,0,0,0,190,0,0,3,0,1.97,0,48,100,42,0,0,0
2,1158,19990623,190,26,125,7,20081231,1.09,0.7,835148,186220,20024,574737,0,861763,1471255,236678,0,133736,0,133736,0,,0,101114,101114,0,1,15,2,,133736,181,181,0,0,0,0,181,0,0,18,0,0.86,26,154,1,0,0,0,0
5,1143,19980310,112,238,126,3,20091231,0.77,0.8,324094,50550,3694,351941,0,428099,589072,56632,0,60003,0,60003,0,0,0,31801,31801,0,1,4,3,0,60003,90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0
2,1143,19980310,112,238,126,3,20071231,0.92,1.63,489124,105717,13791,403198,0,602757,421318,50393,0,60003,0,60003,0,0,0,31801,31801,0,1,4,3,0,60003,90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0
2,1143,19980310,112,238,126,3,20101231,1.2,0.64,496694,72107,1327,351738,0,312599,544895,60035,0,60003,0,60003,0,0,0,31801,31801,0,1,4,3,0,60003,90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0
3,1143,19980310,112,238,126,3,20001231,0.01,1.33,30619,0,28178,332728,0,717322,648608,30182,80000,60003,0,60003,0,0,0,31801,31801,0,1,4,3,0,60003,90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0
4,1128,19960416,741,281,11,8,20001231,0,0,29391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0
3,1080,19941229,332,149,6,15,20011231,0.86,1.73,297756,0,13175,329430,0,338493,304688,82869,26504,574992,0,574992,0,0,0,152686,152686,0,10,2,0,0,574992,170,132,38,0,0,0,170,0,0,0,0,2.07,0,20,118,32,0,0,0
3,1081,19941229,332,149,6,15,20091231,0.79,2.36,326706,79573,244,310914,0,232519,275141,176820,0,313632,0,313632,0,0,0,84478,84478,0,7,2,0,0,313632,94,76,18,0,0,0,94,0,0,0,0,2.04,0,8,74,12,0,0,0
3,1081,19941229,332,149,6,15,20101231,0.87,1.74,314308,46280,114,309286,0,187970,242711,134464,0,313632,0,313632,0,0,0,84478,84478,0,7,2,0,0,313632,94,76,18,0,0,0,94,0,0,0,0,2.04,0,8,74,12,0,0,0
3,1072,19940714,240,176,17,4,20081231,0.5,2.08,44849,22789,3973,36382,0,131843,84197,12879,8069,31792,3920,27872,0,0,0,29544,29544,0,1,3,0,37912,31792,38,19,0,19,0,0,38,0,0,0,0,1.87,0,10,23,5,0,0,0
3,1068,19931022,885,175,10,14,20041231,0.89,1.29,818344,393896,7337,466776,0,260396,288696,87033,0,106161,0,106161,3476,0,0,87515,84740,2775,1,10,2,0,109637,88,60,0,28,0,0,88,0,0,5,0,2.42,0,14,32,33,9,0,0
3,1068,19931022,885,175,10,14,20051231,0.98,1.09,506719,44466,4952,466776,0,266461,339414,94257,0,106161,0,106161,3476,0,0,87515,84740,2775,1,10,2,0,109637,88,60,0,28,0,0,88,0,0,5,0,2.42,0,14,32,33,9,0,0
3,1067,19930324,900,243,64,15,20021231,0.35,24.19,23718,0,1339,64822,0,142253,17701,11821,0,8996,0,8996,0,0,0,8996,8996,0,2,4,0,0,8996,26,24,0,2,0,0,26,0,0,4,0,0,26,0,0,0,0,0,0
2,1056,19930217,1081,507,146,7,20061231,0.94,1.94,114724,13640,668,106632,0,220878,135931,21840,0,63026,2000,61026,0,4476,0,64480,64480,0,19,3,0,0,67502,45,28,17,0,0,0,45,0,0,2,0,2.6,0,0,18,27,0,0,0
3,1056,19930217,1081,507,146,7,19961231,0.83,4.14,99341,0,10345,106632,0,252324,69917,8909,0,63026,2000,61026,0,4476,0,64480,64480,0,19,3,0,0,67502,45,28,17,0,0,0,45,0,0,2,0,2.6,0,0,18,27,0,0,0
3,1056,19930217,1081,507,146,7,20051231,0.76,2.8,105819,24020,552,106632,0,198120,90744,19967,0,63026,2000,61026,0,4476,0,64480,64480,0,19,3,0,0,67502,45,28,17,0,0,0,45,0,0,2,0,2.6,0,0,18,27,0,0,0
4,1062,19920102,627,158,98,22,20051231,0.99,0.76,540956,33857,1072,511522,0,288600,518801,139632,0,81372,0,81372,0,0,0,63532,63532,0,1,4,1,0,81372,59,21,0,38,0,0,59,0,0,3,0,1.86,0,14,39,6,0,0,0
5,1061,19901107,1273,319,86,12,19971231,0.78,0.97,867289,82270,23991,969708,0,671081,10906727,10214141,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
5,1061,19901107,1273,319,86,12,19981231,0.78,0.84,796522,42131,3844,966108,0,790898,11111464,10167828,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
5,1061,19901107,1273,319,86,12,19991231,0.74,0.62,769970,57964,3053,964308,0,773567,11389947,10137406,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
3,1061,19901107,1273,319,86,12,19951231,0.82,1.95,772998,0,4718,939656,0,607836,390676,78828,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
3,1061,19901107,1273,319,86,12,19961231,0.78,1.31,771240,4000,6198,969708,0,636206,10742639,10255224,0,132390,1222,131168,0,5016,0,98811,98811,0,2,4,1,0,137406,96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0
2,1049,19901011,1086,149,33,20,19981231,1.07,0.57,266823,0,6859,242002,0,141753,269560,22774,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
2,1049,19901011,1086,149,33,20,20011231,1.05,0.5,264787,5380,4569,242002,0,135892,304883,30386,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
2,1049,19901011,1086,149,33,20,20021231,1.19,0.71,314962,26776,1024,242002,0,184711,292285,33451,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
2,1049,19901011,1086,149,33,20,20051231,0.9,1.79,241405,22460,448,242002,0,330879,1381408,44631,1151991,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
2,1049,19901011,1086,149,33,20,20081231,0.91,6.02,184414,0,0,201669,0,318741,52930,1,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
3,1049,19901011,1086,149,33,20,20001231,0.99,0.47,263196,15330,7316,242002,0,121992,286614,27601,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
3,1049,19901011,1086,149,33,20,20061231,0.8,1.35,212516,17393,401,242002,0,280631,1408918,49134,1151991,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
4,1049,19901011,1086,149,33,20,19961231,0.99,0.72,246414,0,7293,241951,0,177826,264237,18791,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
4,1049,19901011,1086,149,33,20,19991231,0.95,0.46,235009,0,5898,242002,0,118509,284512,25072,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
4,1049,19901011,1086,149,33,20,20071231,0.74,1.07,220470,36847,4084,242002,0,228571,1420526,54091,1151991,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
2,1059,19900720,83,229,15,20,20051231,0.93,3.01,1096461,119730,18152,1027010,0,761243,402604,149983,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
2,1059,19900720,83,229,15,20,20101231,1.06,0.87,874562,273457,2291,564705,0,208534,238869,1,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
3,1059,19900720,83,229,15,20,20071231,0.99,1.07,708708,131225,17079,564705,0,244323,228230,1,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
4,1059,19900720,83,229,15,20,20081231,0.99,0.87,726732,156996,12430,564705,0,256746,293799,1,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
4,1059,19900720,83,229,15,20,20091231,0.91,0.76,612508,92842,5310,563705,0,232924,305499,1,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
5,1050,19900710,924,149,4,20,19971231,0.68,0.9,523402,0,6694,763671,0,609950,820533,71552,70000,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
5,1050,19900710,924,149,4,20,19981231,0.88,0.76,700901,19062,10675,763671,0,706201,1008356,83458,0,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
5,1050,19900710,924,149,4,20,19991231,0.71,0.65,602049,43489,12785,763671,0,671902,1175536,141596,0,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
5,1050,19900710,924,149,4,20,20001231,0.76,0.58,611507,20287,12347,763671,0,728784,1413011,161858,0,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
5,1050,19900710,924,149,4,20,20011231,0.79,0.45,676038,66408,8755,763671,0,764921,1904816,193993,0,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
